Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,77496753.703703701,87879341.481481507,109079978.888889,131431026.666667,147841734.444444,164369278.88888901,182144092.96296301,208372846.296296,240923924.81481501,290440140.74074101,337174861.851852,398637727.77777803,438794788.51851898,459469058.88888901,481706342.22222197,499281144.07407397,535172767.40740699,589429609.62962997,577280726.66666698,633730647.03703701,680617122.59259295,727860577.77777803,766198910,830158768.88888896,800740257.40740705,814615323.703704,855643099.62962997,919577142.592592,1022191294.07407,1157005441.4814799,1311401318.88889,1368431043.3333299,1224253013.7037001,1152469068.5185201,1142042915.5555601,1211411704.4444399,1192919619.2592599,1275576784.4444399,1359194737.4074099,1464630213.3333299,1510084750.7407401
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,18573188486.952599,19648336879.8298,19888005375.742001,21501847911.300301,23758539590.099701,25931235300.705601,27261731436.890999,30389741292.417999,32657632433.6432,36620002239.892502,41261059469.1455,45138313360.958702,51954439252.336403,63721973094.170403,88809137803.979401,97147343984.705704,104894743476.617,110174351915.577,118309271373.787,134679086674.99699,149738161559.88901,176599326599.327,193721725697.89301,176986429574.16901,193194167723.23901,180190994860.78101,181977476217.12399,189041159343.56799,235699941792.78201,299317645142.90399,310838014621.008,325358292127.776,324878105052.67999,311528948847.66699,322201314424.07501,367216364716.36499,400302731411.229,434568007512.91302,398899138574.23901,388395162301.03998,415034227218.48901,378215090694.42999,394486709920.46899,466294700058.24103,611904253805.66199,692641708013.83301,745521862833.18396,851962785585.30298,1052584601611.46,926448240318.06799,1144260547872.8101,1394280784777.6799,1543411012579.9099,1573696522006.77,1464955475993.76,1349034029453.3701,1208039015868.3899,1323421072479.0701
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,6592693841.1849499,7311749633.3622904,7756110210.1196604,8374175257.7307501,9169983885.7118492,9994070615.8599701,10887682273.1014,11579431668.9165,12440625312.8685,13582798556.2404,15373005768.721901,17858485956.6031,22059612417.4058,29515467987.911999,35189299985.276802,40059206763.056,42959976068.1138,51545759220.714302,62052258694.210197,73937296654.6577,82058912465.432907,71034228097.459793,71275287327.5793,72121016623.257202,67985345161.955803,69386774474.594299,99036165209.553894,124168442860.25301,133339397080.129,133105805928.237,166463386663.439,173794177725.39801,195078126346.10599,190379720927.48099,203535242741.83801,241038283062.64499,237250948791.26599,212790348404.55499,218259904401.95599,217185787342.85101,196799778883.36099,197337879194.63101,213377771503.858,261695778781.03799,300904221504.84198,315974418604.651,335998557270.104,388691445387.35303,430294287388.31097,400172297860.51703,391892746544.69,431120310088.82001,409425234155.263,430068712971.867,441885415805.82501,382065930307.97803,390799991147.46802,416595666396.63599
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9063444102.2329407,8226390167.0185299,4970536336.6328497,3970953395.51544,3313939553.5418,3052467522.3610401,3176703092.3041201,3962735257.21455,4446370371.1502304,4581246713.3206596,5272617196.0451698,5707720390.8514996,6235856819.5844498,7276013031.9690504,8680370408.0594292,13245716099.005699,20982986344.3027,33050343782.775902,48852482960.077904,44291490420.502602,52902703376.105598,65951627200.202599,69683935845.213806,74164435946.462708,75244294275.149796,53074370486.043297,37867518957.197502,40747792237.973503
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,195999990,202999992,213500006,232749998,260750008,158994962.96296301,165444571.42857099,178297142.85714301,183200000,190205714.285714,242732571.42857099,252842285.714286,246804571.42857099,304339839.55214602,345263492.063492,420986666.66666698,448412753.62318802,547535555.55555606,610225555.55555606,782496666.66666698,919726666.66666698,969046666.66666698,1013222222.2222199,1082926304.4647701,987143931.16698694,1149979285.7734699,1201725497.0657799,1131466494.0110099,1082403219.48787,1113924130.41149,1132101252.5181701,1167398478.3459001,1083037670.60484,938632612.02635896,925030590.15368295,1000428393.88528,869033856.31709301,972896267.91542494,893770806.07764101,808077223.36574602,870486065.88313699,876794723.06858599,825394490.15911102,784654423.62047601,915257323.39610004,1117113045.65222,1273375020.26862,1356199364.85882,1611835901.9063001,1781455092.0711401,2032135246.5000401,2235820867.8274298,2333308099.4624901,2451625332.7458401,2705783272.07443,3104394858.11518,2959185295.3901901,3172416146.3920999
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,11658722590.99,12400145221.594999,13264015675.3193,14260017387.0492,15960106680.673201,17371457607.937401,18651883472.480801,19992040788.459301,21376353113.474998,23710735894.702202,26849148285.598999,29981290025.491299,37408591329.850601,47999363071.827797,56333010459.817703,66029748930.569298,71494539498.432602,83283328418.683197,101788475086.461,116938066868.465,127508202372.741,105290614080.834,92588895020.307297,87650915976.331406,83795680815.414703,86730038793.396301,120661220335.922,150194077687.73599,163167853538.12399,165100094594.595,206430841501.69,211637816538.689,236038384441.65601,225924679920.70901,246194938750.90399,289567323481.117,281358175895.76599,254813599458.728,260601911535.897,260202429149.798,237904919845.21799,237841968680.09,258860436664.784,319002821670.42902,370885026074,387365750528.54102,409813197842.17798,471821105940.323,518625897172.98999,484552792442.34497,483548031197.10797,527008453886.92902,497884216568.867,520925468952.93799,530770977633.61499,455039563132.776,467545548764.57098,492681283049.24799
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,226195579.35701001,235668222.429984,236434906.75426999,253927646.47590899,269818988.25926298,289908720.64862198,302925280.77356398,306222000.40731603,326323097.355964,330748211.459737,333627758.15466601,335072975.21576601,410331900.95053101,504376035.71640098,554654786.96510696,676870140.34152901,698408244.38534296,750049739.15223801,928843304.78396499,1186231265.18417,1405251547.2388201,1291119965.1126201,1267778489.0307901,1095348302.9186499,1051133927.00009,1045712703.02696,1336102040.7102499,1562412030.3483801,1620246187.15171,1502294411.4620199,1959965243.7626901,1986437859.90346,1695315305.7030799,2274557914.07481,1598075932.35432,2169627250.9337902,2361116587.8607898,2268301537.6512799,2455092582.3092699,2689787917.5071101,2569186642.8699899,2680213931.4647198,3054571081.6911998,3905366187.8701701,4521424807.2251902,4803702821.0805502,5142380779.4410295,5969535131.5801601,7132787396.6654701,7097198711.6102304,6970240895.4988804,7814081155.6498804,8152554487.3132095,9157355679.7020493,9707432015.6144104,8291155880.5950499,8573159696.6112804,9246696923.6615505
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,330442817.168859,350247237.11684,379567178.25689799,394040749.12567002,410321785.63105899,422916848.42420799,433889831.58470601,450753993.17644799,460442864.20594901,478298781.54565799,458404330.12509602,482411278.98243898,578595583.97572303,674773821.15141594,751133642.64746106,939972703.46302104,976547572.21582401,1131225278.77773,1475584037.2815599,1748480982.1851699,1928720390.2886901,1775842679.9405601,1754450379.2077,1600278756.43589,1459880352.6482999,1552493413.9898901,2036303381.2014201,2369835438.62393,2616040645.8726301,2615588545.6862898,3101301780.9506698,3135045684.1005998,2240264711.5481601,2332018010.5534101,1895290964.80829,2379518099.2266002,2586550747.0984402,2447669403.8901801,2804902723.7314501,2993753187.0967698,2628920056.1009798,2812845513.57125,3205592289.79773,4205691222.1139598,4838551099.7098503,5462709498.45119,5816310157.7176504,6771277870.9641199,8369637065.4025497,8369175126.2531605,8979966766.0723209,10724063457.8326,11166063466.5623,11947176341.996599,12377391462.637699,10419303761.3524,10886363726.842199,12322864244.918301
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,4274893913.4953599,4817580183.6015501,5081413339.7863503,5319458351.1623497,5386054619.3498697,5906636557.0009203,6439687598.3232498,7253575399.3214998,7483685473.5127497,8471006100.95399,8992721809.3933201,8751842839.7965794,6288245866.6666698,8086725729.3407001,12512460519.708799,19448348073.456501,10117113333.3333,9651149301.8745995,13281767142.8571,15565480321.944799,18138049095.607201,20249694002.448002,18525399201.596802,17609048821.548801,18920840000,22278423076.9231,21774033333.333302,24298032258.064499,26579005760.348598,28781714763.801201,31598341233.558998,30957483949.5798,31708874594.164501,33166519417.989399,33768660882.792999,37939748768.6567,46438484107.579498,48244309133.489502,49984559471.365601,51270569883.527496,53369787318.624496,53991289844.329102,54724081490.510201,60158929188.2556,65108544250.042503,69442943089.430893,71819083683.740295,79611888213.147995,91631278239.3237,102477791472.39,115279077465.226,128637938711.386,133355749482.478,149990451022.29001,172885454931.453,195078678697.23001,221415188000.47501,249723862487.36099
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,19839230769.230801,19870000000,19342000000,16563666666.6667,17594944444.444401,17155421052.631599,20249294117.647099,28101000000,22555941176.4706,21988444444.444401,20632090909.0909,10943548387.0968,10350515463.9175,10829710144.9275,9697416974.1697407,13063422619.0476,10109612141.652599,11195612105.357,14942172233.5833,13531969309.4629,13153016530.871799,14075616789.490499,16276456427.5397,20982685981.416302,25957970922.481098,29636617749.825298,34130122490.861301,44411476557.032898,54409138498.354797,51884481410.393097,50610058210.369598,57418414504.088203,53903022339.027603,55555171009.772003,56814543481.210197,50201314894.581703,53240950226.244301,58220973782.7715
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,3072698328.46909,3467819148.9361701,3645744680.8510599,3735106382.9787202,3905585106.3829799,3651861702.1276598,3052393617.0212798,3392021010.6382999,3702393617.0212798,3863563829.78723,4229787234.0425501,4616223404.2553196,4751063829.7872295,5200265957.4468098,5567553457.4468098,5849467819.1489401,6101861436.1702099,6349202393.6170197,6183776595.7446804,6621010372.3404303,9062906914.8936195,8976207712.7659607,9632155053.1914902,11074822074.4681,13150166755.319099,15968726861.702101,18505053191.489399,21730000000,25710877659.574501,22938218085.1064,25713271276.595699,28776595744.680901,30749308510.638302,32539547872.340401,33387712765.9575,31125851063.8298,32152686170.212799,35307127659.574501
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,169803921.568627,190098039.21568599,212254901.96078399,237745098.03921601,266666666.66666701,300392156.86274499,340000000,390196078.431373,444901960.78431398,528137254.90196103,538423153.69261503,573400000,590900000,670900000,632400000,596200000,642100000,713000000,832400000,1139800100,1335300000,1426500000,1578300000,1732800000,2041100000,2320699900,2472500000,2713999900,2817900000,3062000000,3166000000,3111160000,3109000000,3092000000,3259000000,3429000000,3609000000,6332360000,6833220000,7683870000,8076470000,8317830000,8881160000,8870090000,9055290000,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720500000,10627600000,10957300000,11792300000,11838800000,12162100000
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255802469.1357999,1866572953.73666,2786045321.6374302,3671816504.2385101,4116699437.4040999,4685729738.5620899,5505984455.9585505,5748990666.1786203,6651226179.0182896,8370020196.1915798,10596205714.2857,11222953519.4252,12864610993.5219,15778767669.6991,19112739664.4697,17613836209.958099,17176781336.7644,18644723860.970901,17226849297.07,18178503835.4491,18558343508.343498,16209702863.623501,16911088173.7458,18054854788.5214
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21650000000,18000000000,17037037037.037001,16280991735.537201,14932024169.184299,13972676840.917999,14756846153.846201,14128408565.7064,15222012660.423201,12138486532.0203,12736856827.984699,12354820143.884899,14594249022.8922,17827791321.306702,23144351851.851898,30207567316.620201,36954312354.312401,45277399813.606697,60763483146.067398,50874078052.273499,58665088956.025497,61757788944.723602,65685102554.8759,75527984234.234207,78813839984.350601,56454734396.584198,47749057078.1996,54456465472.616203
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,28071888.562228799,29964370.712585699,31856922.861542799,33749405.011899799,36193826.123477504,40069930.069930099,44405594.405594401,47379310.3448276,44910179.640718602,47305389.221556902,53233532.934131697,59207317.073170699,66062500,78343558.282208607,103216374.269006,118066298.34254099,96905829.596412599,117650000,136300000,151800000,197938222.42928299,196089854.65634701,182206326.98570901,192103185.95532101,214381949.01938,212643742.66470599,231638320.535566,281082558.58590001,320093360.27244997,369133890.70474499,412086445.49217701,444720750,518239100,559858250,580863700,620140400,641383800,654314350,688992450,732732350,832072450,871860600,932551850,990374050,1057845500,1114202700,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,84466654.080154404,89249986.700715601,94149985.970558807,96366652.306916505,107566650.637987,114339048.962736,134173373.782802,155102984.62157601,150000000,164900000,186300000,211100000,235400000,269500000,312600000,345000000,386300000,447000000,475800000,517200000,613299968,739100032,785500032,889400000,985699968,1039500032,1173500032,1296499968,1415100032,1501500032,1592400000,1634899968,1679900032,1820359936,1867160064,2030749952,2695390000,2932827000,3130748000,3324433000,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,5414299000,5895048000,6109928000,5806378000,5744414000,5550771000,5537537000,5573710000
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,373879363.59538603,406684585.71929401,444665186.397102,478805990.08330703,539491477.32015598,604377104.37710404,669191919.19191897,755808080.80808103,857912457.91245794,929629629.62962902,1017003367.00337,1095622895.6229,1257615644.97932,1262968515.74213,2100249875.06247,2404697651.1744099,2731984007.9959998,3227436281.8590698,3758220889.5552201,4421343606.1813498,4526916802.6101103,5872756933.1158199,5587490264.8127003,5422440961.8788605,6169501037.9762201,5377277406.7163801,3958338883.2233801,4323623622.1622,4597615562.6659403,4715978868.2161303,4867582620.2070799,5343274311.5678902,5643893347.0067902,5734676560.9247103,5981244886.9169998,6715220507.0516396,7396966657.47054,7925673448.4136801,8497545598.0835199,8285075872.2730703,8397912509.0967903,8141537937.6106796,7905485216.1785202,8082364868.3935699,8773451738.9112892,9549077869.1065006,11451845341.1964,13120107688.021299,16674276951.8822,17339992165.242199,19649724655.488602,23963162983.798698,27084497539.797401,30659338929.088299,32996187988.4226,33000198263.386398,33941126193.921902,37508642112.879898
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,15165569912.519899,15236854859.469,19926293839.0163,23021477292.209301,21211892259.990398,21790035117.189999,27062716577.911098,30591834053.965302,33875881876.367199,37458898243.860901,42327600098.241203,49204456700.451599,58539008786.368401,79279057730.828995,105136007528.75999,123709376567.89,152678020452.82901,176171284311.76099,200800891870.164,224969488835.181,235024598983.26099,263561088977.129,281682304161.04102,203304515490.79501,209023912696.83899,222942790435.29901,268137224729.72198,294084112392.65997,330397381998.48901,425595310000,461951782000,602860000000,400599250000,437798577639.75201,558111997497.26294,769305386182.849,850426432991.74194,883199625324.67505,863723411632.91699,599388579985.67297,655420645476.90601,559372276081.96594,507962487700.02399,558319920831.979,669316654017.09399,891630175813.34204,1107640297889.95,1397084345950.3899,1695824571927.1499,1667019780934.28,2208871646202.8198,2616201578192.25,2465188674415.0298,2472806919901.6699,2455993625159.3701,1802214373741.3201,1793989048409.29,2055505502224.73
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,311809337.47435498,402178605.01955402,435911268.58968002,495097667.92904103,552883707.05513799,670362452.14537895,860388803.261572,946949734.00288403,989409834.43543994,1050514592.55208,1144931139.06429,1198329438.67151,1315616765.27619,1448714761.5969801,1540893949.1870899,1703972555.06389,2023318251.8769,2007109829.4635301,1950900000,2046189031.9693699,2151295182.2204499,2261969870.23318,2411872918.0132298,2549296474.9167199,2874459304.9271598,3012081738.1792898,3121500000,3116650000,3169600000,3274850000,3514350000,3897300000,4176500000,4672250000,4782000000,4479950000,4529900000,4660900000,4656350000,4612500000,4608350000,4584150000,4529050000,4673500000
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,114040245.65529899,132758395.400497,139030445.57689801,160819286.55429199,161211289.69031799,179080099.30746099,197523179.24188301,270818555.82352102,433092003.57927299,1073577085.64159,1168304305.6551299,1423061356.6456201,1732721160.94122,1941600703.6059799,2803780005.51826,4928824957.9674997,4366213849.5763702,4264252336.4485998,3844723142.4514899,3782523088.4628,3523612563.06532,2358592817.1213398,2754463437.7967701,2690717551.1826701,2985467979.2852402,3520551724.1379299,3701667052.5584602,4183548189.07305,4105706151.7514501,4087337959.93191,4734020036.6868896,5115602836.8794298,5197332974.1379299,4051147227.5334601,4600000000,6001153306.2644997,5601090584.3612204,5843329107.5617104,6557333084.60567,7872333215.0041399,9531402847.8731098,11470703002.0769,12247694247.229799,14393099068.585899,10732366286.264299,13707370737.0737,18525319977.7407,19048495518.565899,18093829923.273701,17098342541.436501,12930394937.8137,11400653949.178301,12128089001.5858
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,135653295.16539401,146391639.722864,148934334.038055,165585940.59405899,169264991.19718301,172217502.02101901,201375725.61459199,253182453.703704,283855833.33333302,275949889.09426999,299787275.84237599,250045839.92963901,250794359.56790099,235239570.35093501,270801565.18967199,303053462.84304702,316420860.85238498,365964500.137703,376955087.25157499,419035810.49698102,439158233.19982201,476360697.18160599,537050133.71734202,622026107.77157605,702682018.97616899,818869145.124717,897731524.92992198,1196091805.02316,1258332337.2838199,1264758197.96593,1585472534.1054699,1820207625.80217,1823692109.6165199,1798333725.83954,1958819095.6832399,2059809919.89325,2219675780.89539,2528007911.3535299
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30412308.9864012,32902336.644746002,35643207.626524597,38091150.566196002,41613969.0506064,45790869.747312598,51464435.146443501,58646443.514644399,66248256.624825701,77356914.078819096,96245114.461194903,126957494.407159,165258093.87595901,244129088.02766201,306033848.41795403,355172413.79310298,372010119.59521598,451603325.41567701,590376720.59888899,819877300.61349702,1060923829.13021,1073861599.1394801,1014907254.5401599,1172258182.1496899,1240796364.7566199,1114764007.1481099,1392634771.9653001,1965274882.3634501,2644536804.1124401,3083800684.8975101,3790567051.8677802,3942792837.3565502,4146513722.3301902,4160086253.1468,4259330999.0315099,4730611067.0225801,4847752842.7892399,5020214747.45261,4790458837.1707802,5484257417.1784496,5788329609.1575499,5489608299.6644497,5438857106.7353601,7511582173.3772402,8957467706.5354004,9931134940.5134602,10126940513.3125,10939053365.4786,10945070441.928301,10267133177.7334,12786654365.8738,15351972226.502399,14420393568.8596,14901750764.9811,16250750259.0212,14406496463.605499,15648632361.5749,17406565823.298599
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,112155598.949571,123134584.467673,124482748.93791699,129379097.88895801,142025069.461676,150574816.30076399,157930041.87588301,163820538.86794701,191767436.956884,188039191.32360801,189106554.52127701,201450768.367553,230317908.038643,271183061.359635,281398668.160613,378660016.26593602,451152449.984411,507298120.68314999,610578523.76117802,700764892.704831,797048028.773247,694803502.72235596,748312283.726758,658679394.907969,637820620.67019498,864849765.05966401,1122265026.38274,1200991825.95398,1264899368.2016499,1233930277.0492201,1440711395.6706901,1377375030.5292101,1411917558.45855,1278781166.72188,851174350.64940906,1115389731.7911899,1007791186.2010601,937741468.02967596,967338348.65831399,999477510.68663204,914500299.09703398,931833302.75285697,991387870.12462997,1139754799.1630399,1270080250.6526799,1337362392.1522501,1460561215.4447,1697565948.65323,1985240986.1850801,1981732633.92013,1986015906.2504399,2195599556.7386599,2169706564.05899,1518565298.35641,1702899386.1432199,1583776805.9656799,1755468136.8655601,1949411659.20453
